Location,Cat_A,Green_Count,Red_Count,Total_SKUs,Cat_B,Cat_C,Cat_D,Avg_Score
Konya Airport,6.87,5.0,0.0,81.0,8.059718228480738,0.01,0.16,3.7749295571201844
Paris Charles De Gaulle,6.67,4.0,2.0,69.0,10.0,0.0,0.22,4.2225
Hohhot Baita,6.71,1.0,0.0,82.0,9.999999999999996,0.3,9.33,6.584999999999999
Ngurah Rai,6.76,4.0,0.0,140.0,9.963311883559747,0.02,0.12,4.215827970889936
Manchester,6.49,0.0,2.0,76.0,0.0,0.0,0.49,1.745
Warsaw,6.83,3.0,0.0,62.0,0.0,0.0,0.26,1.7725
Incheon,6.08,0.0,14.0,158.0,9.638618444531948,0.0,0.24,3.989654611132987
Dubai,6.57,11.0,9.0,253.0,8.819849319184673,0.01,0.16,3.8899623297961683
Marrakech,6.43,8.0,12.0,223.0,9.978109237014563,0.01,0.02,4.109527309253641
Tangier,6.6,8.0,6.0,196.0,9.989729518358875,0.01,0.04,4.159932379589718
DAMMAM,6.77,3.0,0.0,94.0,10.0,0.02,0.67,4.365
Izmir Airport,6.82,17.0,0.0,370.0,9.624082882997323,0.0,0.06,4.12602072074933
Chitose,4.94,0.0,7.0,27.0,0.0,0.26,0.0,1.3
Komatsu,4.76,0.0,2.0,7.0,0.0,1.94,5.11,2.9524999999999997
Osaka - Kansai,6.58,0.0,3.0,235.0,5.081883479516199,0.0,1.7,3.3404708698790495
Jeddah,6.45,3.0,5.0,110.0,10.0,0.01,,5.486666666666667
Hannover,6.79,2.0,0.0,53.0,0.0,0.0,,2.263333333333333
Changsha Huanghua,6.52,0.0,2.0,92.0,9.448638294849017,0.04,9.57,6.3946595737122545
Gabon,6.79,2.0,0.0,56.0,0.0,0.03,0.44,1.8150000000000002
Chengdu Tianfu,6.52,0.0,2.0,91.0,7.524976896202798,0.53,,4.858325632067599
Taipei - Taoyuan,5.89,0.0,5.0,43.0,9.970030221692191,0.0,0.25,4.027507555423048
Lagos,6.83,3.0,0.0,60.0,9.999999999999998,0.0,0.18,4.2524999999999995
Samana El Catey,6.85,3.0,0.0,56.0,10.0,,1.39,6.080000000000001
Banjul,6.9,2.0,0.0,28.0,0.0,0.02,,2.3066666666666666
Casablanca,6.47,7.0,10.0,226.0,9.97367446183398,0.0,0.03,4.118418615458495
Athens,6.26,3.0,7.0,90.0,10.0,0.01,0.16,4.1075
Santo Domingo Las Americas,6.8,5.0,0.0,122.0,9.644460176964873,0.0,0.07,4.128615044241219
Istanbul Airport,6.79,10.0,0.0,278.0,0.0,0.0,,2.263333333333333
Mexico City,6.84,8.0,0.0,150.0,9.870943455145348,0.0,,5.570314485048449
Faro Airport,6.74,1.0,0.0,48.0,0.0,0.0,,2.2466666666666666
Zakynthos,5.44,0.0,11.0,60.0,0.0,0.01,0.22,1.4175
Jeju,6.06,0.0,13.0,142.0,9.738573573149019,0.1,0.25,4.037143393287254
Ouarzazate,6.83,6.0,0.0,126.0,10.0,,0.13,5.653333333333332
RIYADH,6.81,4.0,0.0,96.0,9.99964107742663,0.01,0.09,4.227410269356658
Weihai Dashuibo,6.75,2.0,0.0,79.0,9.962916170786007,1.52,,6.077638723595336
Pisa,6.85,2.0,0.0,36.0,0.0,0.0,0.93,1.9449999999999998
Bogota,6.84,6.0,0.0,117.0,9.903834942592173,0.0,0.26,4.250958735648044
Santorini,5.38,2.0,11.0,52.0,0.0,0.01,0.26,1.4124999999999999
Colombo,6.7,1.0,0.0,116.0,9.999999999999996,,,8.349999999999998
Lyon Saint Exupery,6.77,4.0,1.0,67.0,9.999999999999998,0.0,0.38,4.287499999999999
Changzhou Benniu,6.91,6.0,0.0,81.0,,,,6.91
Istanbul Asia Airport,6.8,15.0,0.0,370.0,8.498638952749868,0.0,0.13,3.8571597381874674
Diyarbakir Airport,6.84,11.0,0.0,212.0,8.533975562171118,0.01,,5.127991854057039
Asuncion Silvio Petterossi,6.85,1.0,0.0,18.0,0.0,0.31,2.02,2.295
Valencia,6.5,3.0,3.0,59.0,0.0,0.01,,2.17
Erbil International Airport,5.0,0.0,5.0,20.0,0.0,0.0,0.22,1.305
Alexandoupolis,5.71,1.0,8.0,52.0,0.0,,,2.855
Essaouira,6.84,7.0,0.0,138.0,9.985785323847455,,,8.412892661923728
Oranjestad,6.8,6.0,0.0,152.0,9.154446465949409,0.0,0.16,4.028611616487352
Ibiza,6.46,2.0,3.0,64.0,0.0,0.01,,2.1566666666666667
Hurgada,6.72,2.0,0.0,116.0,0.0,0.01,0.07,1.7
Shenyang Taoxian,6.48,1.0,3.0,91.0,9.887394009788112,0.05,0.0,4.104348502447029
Ho Chi Minh,6.67,0.0,0.0,33.0,0.0,0.01,0.11,1.6975
Reus,6.26,1.0,3.0,41.0,0.0,0.01,0.27,1.6349999999999998
Wenzhou Longwan,6.55,1.0,2.0,86.0,4.700879544883648,0.22,0.55,3.0052198862209125
Tokyo - Narita,6.55,1.0,3.0,141.0,9.513909961100753,0.0,0.04,4.025977490275188
Agadir,6.43,9.0,12.0,215.0,9.983407241514248,0.01,,5.4744690805047505
Gdansk,6.81,2.0,0.0,48.0,0.0,0.0,0.18,1.7474999999999998
Ixtapa Zihuatanejo,6.86,5.0,0.0,86.0,9.848042865069353,0.0,1.27,4.494510716267338
Bournemouth,6.22,0.0,3.0,45.0,0.0,0.01,,2.0766666666666667
Gaziantep Airport,6.85,11.0,0.0,202.0,8.920204851154985,0.0,0.18,3.987551212788746
Prague,6.07,1.0,3.0,28.0,0.0,0.0,,2.0233333333333334
Medellin Jose Maria Cordova,5.08,1.0,10.0,40.0,0.0,0.01,2.68,1.9425
Gran Canaria,6.76,2.0,0.0,69.0,0.0,0.01,0.1,1.7174999999999998
Hong Kong,6.21,1.0,5.0,65.0,9.991764611272654,0.01,,5.403921537090885
Leopold Sedar Senghar,6.72,3.0,1.0,63.0,0.0,0.43,0.53,1.92
Hefei Xinqiao,6.63,1.0,1.0,85.0,6.541016363962926,0.16,6.97,5.0752540909907315
Thessaloniki,5.98,3.0,9.0,73.0,0.0,0.01,0.57,1.6400000000000001
Nuernberg,6.86,3.0,0.0,52.0,0.0,0.0,,2.2866666666666666
Antalya Airport,6.78,12.0,0.0,369.0,9.680017939594787,0.01,,5.49000597986493
Taichung,6.03,0.0,4.0,42.0,9.964350742284717,0.16,0.23,4.096087685571179
Belo Horizonte,6.85,5.0,0.0,92.0,9.998608763341057,0.01,,5.619536254447019
Male,5.33,0.0,8.0,40.0,0.0,0.02,0.03,1.345
Busan - Kimhae,6.02,0.0,14.0,144.0,9.84879886219121,0.05,0.09,4.002199715547802
Lanzarote,6.76,2.0,0.0,70.0,0.0,0.01,0.14,1.7274999999999998
Tenerife,6.76,2.0,0.0,71.0,0.0,0.37,,2.3766666666666665
Wuxi Shuofang,6.71,1.0,0.0,81.0,10.0,0.13,9.09,6.4825
Hanoi,5.4,0.0,8.0,42.0,0.0,0.02,0.11,1.3825
Zhengzhou Xinzheng,5.65,0.0,16.0,105.0,2.5301140074920596,0.02,8.74,4.235028501873015
Zurich,6.27,3.0,10.0,143.0,10.0,0.0,0.2,4.1175
Kuwait,6.05,8.0,19.0,163.0,9.937619137795632,0.0,,5.329206379265211
Guadalajara,6.86,6.0,0.0,104.0,9.90091667072798,0.0,,5.5869722235759935
Medina,6.87,5.0,0.0,81.0,10.0,0.03,,5.633333333333334
Melbourne,6.76,2.0,0.0,74.0,0.0,0.0,1.94,2.175
Xuzhou Guanyin,6.75,2.0,0.0,80.0,3.077488644949546,1.46,,3.7624962149831824
Beijing,5.91,1.0,12.0,101.0,6.270890112579698,0.0,,4.060296704193233
Naples,6.04,2.0,6.0,53.0,0.0,0.0,0.6,1.66
Skopje,6.8,3.0,0.0,73.0,0.0,0.0,0.04,1.71
Ningbo Lishe,6.2,1.0,7.0,93.0,0.09465557592182264,0.09,9.6,3.9961638939804556
Doha,5.05,1.0,18.0,72.0,0.0,0.01,0.13,1.2974999999999999
Batumi,6.83,2.0,0.0,41.0,0.0,,0.69,2.5066666666666664
Daegu,6.13,1.0,10.0,119.0,8.336940756877883,0.16,,4.875646918959294
Aktio,6.05,1.0,4.0,38.0,0.0,,,3.025
Xian Xianyang,6.49,1.0,3.0,92.0,9.820119889565186,0.02,0.49,4.205029972391296
Chattrapati Shivaji,5.05,0.0,9.0,37.0,0.0,0.0,,1.6833333333333333
Sharm El Sheikh,6.78,4.0,0.0,115.0,0.0,0.01,0.48,1.8175
Bergamo,6.86,3.0,0.0,52.0,0.0,0.0,0.08,1.735
Fukuoka,6.51,0.0,3.0,130.0,9.463165452712053,0.06,,5.34438848423735
Madrid Barajas,6.83,4.0,0.0,83.0,0.0,0.0,0.05,1.72
Munich,6.35,4.0,5.0,64.0,0.0,0.0,0.76,1.7774999999999999
Bodrum Airport,6.75,9.0,0.0,341.0,9.614513125115275,0.01,0.12,4.123628281278819
Geneva,6.41,6.0,9.0,157.0,10.0,0.01,,5.473333333333334
Hyderabad,5.18,1.0,9.0,38.0,0.0,0.0,,1.7266666666666666
Sofia,6.75,1.0,0.0,42.0,0.0,0.0,0.15,1.725
Suleymania Airport,6.81,1.0,0.0,24.0,0.0,0.01,,2.273333333333333
Sao Paulo - Guarulhos,6.85,7.0,0.0,126.0,9.997073720896699,0.0,0.0,4.211768430224175
Manama,6.74,4.0,0.0,187.0,5.513025756141752,0.02,,4.091008585380584
Chubu,6.58,0.0,2.0,157.0,8.980981121470355,0.04,0.13,3.932745280367589
Viracopos,6.85,6.0,0.0,107.0,9.99811370594323,0.0,0.28,4.282028426485807
Stuttgart,6.88,3.0,0.0,48.0,0.0,0.0,0.5,1.845
Amman,6.02,7.0,20.0,170.0,10.0,0.0,,5.34
Port Louis,5.24,1.0,2.0,7.0,0.0,0.01,1.1,1.5875
Abu Dhabi,5.75,7.0,24.0,149.0,9.624509661011393,0.01,0.21,3.8986274152528484
Salalah,6.73,1.0,0.0,53.0,0.0,0.04,,2.256666666666667
Sendai,4.89,0.0,4.0,15.0,0.0,0.22,0.06,1.2924999999999998
Shanghai Pudong,5.93,0.0,11.0,99.0,3.5696188978475636,0.0,6.23,3.932404724461891
Tel-Aviv,5.42,1.0,5.0,24.0,0.0,0.0,0.63,1.5125
Aqaba,6.86,5.0,0.0,88.0,10.0,,,8.43
Cancun,6.84,8.0,0.0,153.0,9.85880336843681,0.0,0.01,4.177200842109203
Doncaster,7.32,8.0,0.0,41.0,,,,7.32
Fes,6.51,7.0,8.0,186.0,9.997759779033991,0.01,,5.505919926344664
La Romana,6.83,3.0,0.0,63.0,9.969498785535677,0.01,0.14,4.237374696383919
Adana Airport,6.87,5.0,0.0,84.0,9.159195623169557,0.0,0.23,4.064798905792389
Dalaman Airport,6.79,10.0,0.0,263.0,0.0,0.01,,2.2666666666666666
Katima Mulilo,4.76,0.0,2.0,7.0,0.0,,,2.38
Qingdao Liuting,6.05,0.0,9.0,97.0,9.875638614121305,0.02,0.0,3.986409653530326
Port-au-Prince (Haiti),6.76,1.0,0.0,35.0,0.0,0.0,5.33,3.0225
Amritsar,4.87,0.0,7.0,26.0,0.0,0.01,0.46,1.335
Sharjah,5.78,6.0,22.0,143.0,9.304957000175841,0.03,0.16,3.81873925004396
Malaga,6.48,2.0,3.0,73.0,0.0,0.01,0.16,1.6625
Marsa Aalam,6.73,2.0,0.0,111.0,0.0,,0.03,2.2533333333333334
Urumchi Diwobao,6.48,1.0,3.0,89.0,9.998428366126326,0.04,0.2,4.179607091531581
Manas,6.15,3.0,8.0,84.0,0.0,0.03,,2.06
Dar Es Salaam,6.5,3.0,3.0,59.0,10.0,0.01,,5.503333333333334
Almaty,5.0,1.0,6.0,22.0,0.0,0.01,0.2,1.3025
Punta Cana - Higuey,6.78,6.0,0.0,171.0,9.822873512533828,0.0,0.19,4.198218378133458
Frankfurt,6.82,4.0,0.0,88.0,0.0,0.0,0.52,1.835
Yanji Zhaoyangchuan,6.54,1.0,2.0,82.0,0.0,1.15,,2.563333333333333
Ankara Airport,6.84,17.0,0.0,324.0,9.520905262573255,0.0,0.26,4.155226315643314
Jomo Kenyatta,6.42,5.0,6.0,93.0,9.993496647525236,0.0,0.4,4.2033741618813085
Oujda,6.55,6.0,6.0,176.0,9.998636898988897,0.01,0.03,4.147159224747225
Sevilla,6.44,2.0,3.0,58.0,0.0,0.01,,2.15
Phnom Penh,6.75,3.0,0.0,126.0,4.27526805025105,0.04,0.05,2.7788170125627625
Rome Fiumicino,6.87,4.0,0.0,66.0,0.0,0.0,0.81,1.92
Shanghai Hongqiao,6.1,0.0,8.0,94.0,6.633158459977885,0.11,0.21,3.2632896149944712
St. Maarten Princess Juliana,5.76,2.0,4.0,22.0,0.0,0.0,,1.92
Trabzon Airport,6.84,5.0,0.0,99.0,5.385317051936381,0.01,0.2,3.108829262984095
Almeria,6.36,2.0,3.0,43.0,0.0,0.01,0.1,1.6175
Monastir,6.39,4.0,8.0,144.0,9.992678311146387,0.01,,5.464226103715462
Puerto Vallarta,6.84,6.0,0.0,114.0,9.836285392949014,0.0,,5.55876179764967
Jinan Xiaoqiang,6.67,0.0,0.0,87.0,5.902590285782189,0.14,9.88,5.648147571445548
Mykonos,5.53,1.0,8.0,44.0,0.0,0.01,0.16,1.425
Lublin,6.82,2.0,0.0,43.0,0.0,,,3.41
Florence,6.86,3.0,0.0,51.0,0.0,0.01,1.0,1.9675
Kunming Wujiaba,6.16,1.0,8.0,98.0,9.994041871579237,0.03,0.86,4.26101046789481
Puerto Plata,6.82,5.0,0.0,106.0,9.110832688288363,0.0,0.08,4.002708172072091
Bangalore,6.18,1.0,7.0,89.0,10.0,0.0,0.03,4.0525
Seoul,5.74,0.0,19.0,136.0,8.540526633976404,0.76,3.76,4.700131658494101
Macau,6.67,0.0,0.0,33.0,10.0,0.34,,5.670000000000001
Samsun Airport,6.84,10.0,0.0,196.0,9.04435424202746,0.0,0.14,4.006088560506865
Jerba,6.47,5.0,7.0,151.0,9.979188020710545,0.01,,5.486396006903515
Humberside,6.67,0.0,0.0,45.0,0.0,,,3.335
Aberdeen,6.44,0.0,2.0,58.0,0.0,0.01,0.01,1.615
Astana,6.75,1.0,0.0,40.0,0.0,,2.02,2.9233333333333333
Kingston,6.67,0.0,0.0,25.0,0.0,0.01,,2.2266666666666666
Xiamen Gaoqi,6.11,0.0,8.0,95.0,9.95325737462868,0.01,0.04,4.02831434365717
Cairo,6.79,6.0,0.0,164.0,9.999999999999998,0.0,1.05,4.46
Guayaquil,5.23,2.0,9.0,37.0,10.0,0.0,,5.076666666666667
Toulouse,6.86,4.0,0.0,69.0,9.999999999999998,0.0,,5.62
Moscow - Vnukovo,6.74,1.0,0.0,45.0,0.0,0.01,0.03,1.695
Heraklion Airport,6.75,2.0,0.0,78.0,10.0,0.01,0.01,4.192500000000001
Malmo,6.32,0.0,1.0,19.0,0.0,0.01,0.06,1.5975
Changchun Longjia,5.96,1.0,10.0,90.0,10.0,0.2,8.88,6.26
Al Hoceima,6.67,0.0,0.0,109.0,,,0.06,3.3649999999999998
Milan - Linate,6.88,3.0,0.0,47.0,0.0,0.0,0.67,1.8875
Indira Gandhi,5.25,1.0,9.0,40.0,0.0,0.0,,1.75
Hiroshima,4.89,0.0,4.0,15.0,0.0,0.96,,1.95
Lille,6.9,2.0,0.0,29.0,0.0,0.0,0.81,1.9275000000000002
Exeter,6.72,1.0,0.0,67.0,0.0,0.01,,2.243333333333333
Belgrade,6.83,2.0,0.0,42.0,0.0,0.01,0.16,1.75
Managua,6.87,4.0,0.0,66.0,9.455220141642972,0.0,0.44,4.1913050354107435
Vaxjo,4.67,1.0,2.0,5.0,0.0,,,2.335
Amsterdam - Schiphol,6.79,1.0,0.0,27.0,0.0,0.0,0.16,1.7375
Szczecin,6.89,3.0,0.0,45.0,0.0,0.01,,2.3
Accra,6.83,4.0,0.0,80.0,9.998051094576688,0.01,,5.612683698192229
Douala,7.0,1.0,0.0,10.0,0.0,0.01,,2.3366666666666664
Barcelona,6.54,3.0,3.0,76.0,0.0,0.01,0.06,1.6524999999999999
Johannesburg,6.82,2.0,0.0,44.0,10.0,0.0,0.54,4.34
Newcastle,6.47,0.0,2.0,68.0,0.0,0.0,0.05,1.63
Ibaraki,4.44,0.0,3.0,9.0,0.0,2.44,,2.2933333333333334
Yantai Penglai,6.03,2.0,10.0,94.0,9.972627549374343,0.23,0.09,4.080656887343586
Lima,6.77,4.0,0.0,132.0,9.991862889279194,0.01,0.05,4.205465722319799
London Southend Airport,6.74,1.0,0.0,43.0,0.0,0.01,,2.25
Rabat,6.53,8.0,8.0,191.0,9.99948396923731,0.01,0.13,4.167370992309328
Guangzhou Baiyun,6.09,1.0,9.0,98.0,9.747631752066715,0.0,7.57,5.851907938016678
Antalya Gazipasa Airport,6.83,10.0,0.0,207.0,9.230198412993696,0.01,,5.356732804331233
Cozumel,6.87,5.0,0.0,83.0,9.9990011315203,0.0,,5.623000377173433
Danang,6.67,0.0,0.0,38.0,0.0,0.26,,2.31
Berlin Brandenburg,6.82,3.0,0.0,65.0,0.0,0.0,,2.2733333333333334
Tbilisi,6.83,2.0,0.0,41.0,0.0,0.01,,2.28
Monterrey,6.84,4.0,0.0,77.0,10.0,0.0,0.24,4.27
Leeds Bradford,6.23,0.0,4.0,61.0,0.0,0.0,0.16,1.5975000000000001
Bergen,6.81,2.0,0.0,45.0,0.0,0.0,0.03,1.71
Naha,4.94,0.0,7.0,27.0,0.0,0.26,0.03,1.3075
Katowice,5.0,0.0,5.0,20.0,0.0,0.0,0.36,1.34
Harbin Taiping,6.75,2.0,0.0,77.0,0.0,0.21,,2.32
Baku,4.94,1.0,8.0,29.0,0.0,0.0,1.65,1.6475
Zaporizhya,8.04,7.0,0.0,17.0,,,,8.04
Paramaribo,6.79,1.0,0.0,28.0,0.0,0.01,0.11,1.7275
Murcia,6.75,1.0,0.0,39.0,0.0,,0.7,2.4833333333333334
Kayseri Airport,6.84,10.0,0.0,191.0,9.999999999999998,0.0,,5.613333333333332
Santiago Cibao,6.79,2.0,0.0,55.0,2.386470660796951,0.0,0.07,2.311617665199238
Treviso,5.69,1.0,3.0,17.0,0.0,0.0,0.16,1.4625000000000001
Hangzhou Xiaoshan,6.09,1.0,9.0,98.0,2.4152306386935067,0.01,9.49,4.501307659673376
Montego Bay,6.73,3.0,0.0,155.0,9.611246344354115,0.0,0.05,4.097811586088529
Cayenne,6.45,3.0,3.0,47.0,10.0,0.03,,5.493333333333333
Dalian Zhoushuizi,6.75,2.0,0.0,81.0,9.944036592764625,0.17,6.23,5.773509148191157
Rio de Janeiro,6.82,6.0,0.0,128.0,10.0,0.0,0.26,4.2700000000000005
Mudanjiang Hailang,6.71,1.0,0.0,82.0,8.446070841184463,1.47,,5.542023613728154
Gerona,6.44,2.0,3.0,59.0,0.0,0.01,1.11,1.8900000000000001
Shannon,5.0,0.0,2.0,8.0,0.0,0.0,0.0,1.25
Chongqing Jiangbei,5.99,1.0,10.0,94.0,9.908305088901326,0.01,9.64,6.387076272225332
Los Cabos,6.83,6.0,0.0,121.0,9.932636819030627,0.0,,5.587545606343542
Aswan,6.79,4.0,0.0,108.0,0.0,0.05,0.29,1.7825
Florianopolis,6.79,3.0,0.0,81.0,10.0,0.34,0.0,4.2825
Cukurova Airport,6.86,9.0,0.0,158.0,9.083979949225299,,,7.971989974612649
Rostov Don,7.81,13.0,0.0,38.0,,,,7.81
Piarco,6.67,0.0,0.0,85.0,,0.0,0.05,2.2399999999999998
Fortaleza,6.87,4.0,0.0,67.0,10.0,0.01,0.07,4.237500000000001
Glasgow,6.48,0.0,2.0,73.0,0.0,0.0,0.07,1.6375000000000002
Bristol,6.47,0.0,2.0,69.0,0.0,0.0,,2.1566666666666667
Nice,6.77,4.0,1.0,65.0,10.0,0.04,,5.603333333333333
Yinchuan Hedong,6.52,0.0,2.0,88.0,7.01408010858033,0.08,,4.53802670286011
Salvador,6.84,3.0,0.0,59.0,10.0,0.06,0.04,4.234999999999999
Ulaanbaatar,6.67,0.0,0.0,81.0,0.0,0.28,,2.316666666666667
Bariloche,5.0,1.0,1.0,2.0,0.0,3.3,0.09,2.0975
Santiago Arturo Merino Benitez,6.67,0.0,0.0,84.0,10.0,0.0,,5.5566666666666675
Krakow Balice,6.79,2.0,0.0,55.0,0.0,0.0,0.14,1.7325
Singapore - Changi,6.83,3.0,0.0,62.0,0.0,0.0,3.57,2.6
Addis Ababa,6.81,7.0,0.0,163.0,9.997484903189287,0.0,1.16,4.491871225797322
Oslo,6.78,2.0,0.0,60.0,0.0,0.0,,2.2600000000000002
Pointe-a-Pitre,6.35,3.0,4.0,53.0,10.0,0.0,0.59,4.235
Porto,6.89,3.0,0.0,45.0,0.0,0.0,1.36,2.0625
Bujumbura,5.0,0.0,4.0,16.0,0.0,0.04,0.02,1.265
Phu Quok,6.87,2.0,0.0,33.0,0.0,0.03,0.0,1.725
Marseille,6.76,4.0,1.0,68.0,10.0,0.0,0.2,4.239999999999999
Shandong,6.85,4.0,0.0,72.0,,,,6.85
Grenoble,6.35,2.0,2.0,21.0,9.999999999999996,,,8.174999999999997
Brasilia,6.81,4.0,0.0,93.0,9.999924497984523,0.01,0.15,4.2424811244961305
Porto Alegre,6.85,4.0,0.0,73.0,10.0,0.05,0.6,4.375000000000001
Nanning Wuxu,6.7,3.0,1.0,88.0,9.375967349051203,0.17,2.92,4.791491837262802
Bydgoszcz,5.17,1.0,5.0,20.0,0.0,0.01,0.98,1.54
Abidjan,6.56,4.0,3.0,64.0,10.0,0.01,,5.523333333333333
Corfu,5.59,1.0,11.0,65.0,10.0,0.01,0.26,3.965
Moscow - Domodedovo,6.76,2.0,0.0,68.0,0.0,0.02,2.46,2.3099999999999996
Chania,5.86,2.0,8.0,58.0,0.0,0.01,2.03,1.975
Marka,6.89,2.0,0.0,30.0,0.0,,,3.445
Praia,6.85,3.0,0.0,55.0,10.0,0.01,5.51,5.592500000000001
Recife,6.86,5.0,0.0,88.0,9.993827488258754,0.01,0.06,4.230956872064689
Wuhan Tianhe,6.07,1.0,9.0,95.0,7.36728560827231,0.01,9.7,5.786821402068077
Juba,6.9,1.0,0.0,14.0,0.0,0.04,0.31,1.8125
